sessions_id,user_id,traffic_medium,date,traffic_source,traffic_name
108214,5397,Direct,12/12/21,Direct,
112645,5529,Direct,12/25/21,Direct,
114285,5631,Direct,12/28/21,Direct,
106654,4466,Direct,12/07/21,Direct,
109615,4467,Direct,12/16/21,Direct,
114048,4403,Direct,12/27/21,Direct,
111091,5053,Direct,12/19/21,Direct,
111130,5124,Direct,12/19/21,Direct,
112345,5003,Direct,12/24/21,Direct,
114171,5190,Direct,12/28/21,Direct,
114674,6901,Direct,12/30/21,Direct,
108549,6580,Direct,12/12/21,Direct,
109402,6491,Direct,12/15/21,Direct,
112359,6495,Direct,12/24/21,Direct,
113037,6476,Direct,12/25/21,Direct,
112268,6306,Direct,12/23/21,Direct,
112923,6280,Direct,12/25/21,Direct,
114050,6313,Direct,12/27/21,Direct,
114098,6158,Direct,12/28/21,Direct,
114766,6112,Direct,12/30/21,Direct,
49372,1175,Direct,02/19/21,Direct,
50071,2460,Direct,02/22/21,Direct,
50837,2413,Direct,02/27/21,Direct,
50958,3619,Direct,02/27/21,Direct,
46874,946,Direct,02/06/21,Direct,
51246,493,Direct,02/28/21,Direct,
46687,328,Direct,02/05/21,Direct,
46877,2132,Direct,02/06/21,Direct,
49463,2025,Direct,02/20/21,Direct,
50295,2096,Direct,02/23/21,Direct,
49799,1764,Direct,02/21/21,Direct,
46549,876,Direct,02/04/21,Direct,
49149,896,Direct,02/18/21,Direct,
50952,937,Direct,02/27/21,Direct,
48690,1574,Direct,02/14/21,Direct,
46186,3165,Direct,02/02/21,Direct,
46818,3338,Direct,02/06/21,Direct,
47396,3237,Direct,02/07/21,Direct,
46944,2840,Direct,02/06/21,Direct,
49323,2858,Direct,02/19/21,Direct,
49252,4092,Direct,02/18/21,Direct,
49628,4211,Direct,02/20/21,Direct,
49787,4098,Direct,02/21/21,Direct,
50851,4200,Direct,02/27/21,Direct,
51040,3976,Direct,02/28/21,Direct,
51139,3786,Direct,02/28/21,Direct,
41902,123,Direct,01/06/21,Direct,
41966,2425,Direct,01/06/21,Direct,
41062,347,Direct,01/01/21,Direct,
41548,285,Direct,01/03/21,Direct,
42292,247,Direct,01/09/21,Direct,
44217,347,Direct,01/21/21,Direct,
44720,342,Direct,01/24/21,Direct,
41114,2067,Direct,01/01/21,Direct,
44502,2148,Direct,01/23/21,Direct,
44514,2150,Direct,01/23/21,Direct,
45246,1963,Direct,01/27/21,Direct,
41658,980,Direct,01/04/21,Direct,
42493,939,Direct,01/10/21,Direct,
44703,902,Direct,01/24/21,Direct,
44997,961,Direct,01/25/21,Direct,
45315,750,Direct,01/27/21,Direct,
43896,1337,Direct,01/18/21,Direct,
41479,3079,Direct,01/03/21,Direct,
42540,3191,Direct,01/10/21,Direct,
43132,3170,Direct,01/14/21,Direct,
45084,3169,Direct,01/26/21,Direct,
41857,3022,Direct,01/06/21,Direct,
42668,2967,Direct,01/11/21,Direct,
44508,2813,Direct,01/23/21,Direct,
41780,2671,Direct,01/05/21,Direct,
42473,2671,Direct,01/10/21,Direct,
42749,2522,Direct,01/11/21,Direct,
42640,3717,Direct,01/10/21,Direct,
42933,3913,Direct,01/12/21,Direct,
43859,3891,Direct,01/18/21,Direct,
45052,3868,Direct,01/26/21,Direct,
45746,3816,Direct,01/30/21,Direct,
72610,1267,Direct,07/17/21,Direct,
73709,587,Direct,07/25/21,Direct,
72109,2514,Direct,07/12/21,Direct,
70590,4718,Direct,07/01/21,Direct,
71654,4655,Direct,07/10/21,Direct,
74558,4896,Direct,07/31/21,Direct,
70632,4263,Direct,07/02/21,Direct,
73734,3948,Direct,07/25/21,Direct,
71352,5560,Direct,07/07/21,Direct,
72101,5560,Direct,07/12/21,Direct,
73579,5750,Direct,07/24/21,Direct,
73887,5699,Direct,07/25/21,Direct,
70984,5081,Direct,07/04/21,Direct,
55158,1292,Direct,03/22/21,Direct,
55237,1271,Direct,03/22/21,Direct,
53116,2460,Direct,03/11/21,Direct,
53200,3480,Direct,03/12/21,Direct,
54745,3613,Direct,03/20/21,Direct,
54920,3492,Direct,03/21/21,Direct,
54324,657,Direct,03/18/21,Direct,
55065,536,Direct,03/21/21,Direct,
52148,2095,Direct,03/06/21,Direct,
55028,2060,Direct,03/21/21,Direct,
55691,2042,Direct,03/26/21,Direct,
52709,1842,Direct,03/09/21,Direct,
52079,840,Direct,03/06/21,Direct,
52625,784,Direct,03/08/21,Direct,
53129,751,Direct,03/12/21,Direct,
54635,1451,Direct,03/20/21,Direct,
51362,3214,Direct,03/01/21,Direct,
52495,3357,Direct,03/07/21,Direct,
53794,3142,Direct,03/14/21,Direct,
56352,3296,Direct,03/28/21,Direct,
52952,3152,Direct,03/10/21,Direct,
54922,2909,Direct,03/21/21,Direct,
51947,4211,Direct,03/05/21,Direct,
56051,4051,Direct,03/27/21,Direct,
52241,3868,Direct,03/06/21,Direct,
55409,3809,Direct,03/24/21,Direct,
53059,4491,Direct,03/11/21,Direct,
53676,4502,Direct,03/14/21,Direct,
55964,4429,Direct,03/27/21,Direct,
56145,4585,Direct,03/28/21,Direct,
56228,4441,Direct,03/28/21,Direct,
95512,1537,Direct,11/07/21,Direct,
97030,1310,Direct,11/11/21,Direct,
97034,1245,Direct,11/11/21,Direct,
97732,1077,Direct,11/13/21,Direct,
100124,1048,Direct,11/20/21,Direct,
100754,1197,Direct,11/21/21,Direct,
101564,1095,Direct,11/23/21,Direct,
103559,1260,Direct,11/28/21,Direct,
95047,3518,Direct,11/06/21,Direct,
98870,3653,Direct,11/15/21,Direct,
94776,719,Direct,11/06/21,Direct,
95719,525,Direct,11/07/21,Direct,
103308,627,Direct,11/28/21,Direct,
99103,1898,Direct,11/16/21,Direct,
100021,1974,Direct,11/20/21,Direct,
94809,1786,Direct,11/06/21,Direct,
96924,1685,Direct,11/11/21,Direct,
100597,1395,Direct,11/21/21,Direct,
93545,3312,Direct,11/01/21,Direct,
103489,3170,Direct,11/28/21,Direct,
94831,3002,Direct,11/06/21,Direct,
99252,2930,Direct,11/17/21,Direct,
99547,2948,Direct,11/18/21,Direct,
101556,2935,Direct,11/23/21,Direct,
102037,2836,Direct,11/25/21,Direct,
103783,2952,Direct,11/29/21,Direct,
95310,2598,Direct,11/07/21,Direct,
96951,2524,Direct,11/11/21,Direct,
100351,2725,Direct,11/20/21,Direct,
102360,2529,Direct,11/26/21,Direct,
102741,2665,Direct,11/27/21,Direct,
103413,4775,Direct,11/28/21,Direct,
94580,5932,Direct,11/05/21,Direct,
94658,5835,Direct,11/05/21,Direct,
95198,4026,Direct,11/06/21,Direct,
98774,4268,Direct,11/15/21,Direct,
94707,3840,Direct,11/05/21,Direct,
98183,5736,Direct,11/14/21,Direct,
100647,5802,Direct,11/21/21,Direct,
101707,5686,Direct,11/24/21,Direct,
102924,5733,Direct,11/27/21,Direct,
96055,5490,Direct,11/07/21,Direct,
96448,5242,Direct,11/09/21,Direct,
98853,5230,Direct,11/15/21,Direct,
99495,5489,Direct,11/18/21,Direct,
98336,4467,Direct,11/14/21,Direct,
100223,4453,Direct,11/20/21,Direct,
102195,4555,Direct,11/25/21,Direct,
95839,4993,Direct,11/07/21,Direct,
99804,5156,Direct,11/19/21,Direct,
103312,6700,Direct,11/28/21,Direct,
103588,6807,Direct,11/28/21,Direct,
95811,6578,Direct,11/07/21,Direct,
96153,6523,Direct,11/08/21,Direct,
101334,6576,Direct,11/22/21,Direct,
103837,6624,Direct,11/29/21,Direct,
94874,6154,Direct,11/06/21,Direct,
96591,6356,Direct,11/10/21,Direct,
98894,6139,Direct,11/16/21,Direct,
100052,6337,Direct,11/20/21,Direct,
100065,6155,Direct,11/20/21,Direct,
100886,6569,Direct,11/21/21,Direct,
85888,187,Direct,10/09/21,Direct,
86299,1135,Direct,10/10/21,Direct,
86840,1042,Direct,10/12/21,Direct,
88676,1292,Direct,10/17/21,Direct,
92496,1206,Direct,10/30/21,Direct,
92866,2247,Direct,10/30/21,Direct,
88946,3447,Direct,10/18/21,Direct,
89502,3517,Direct,10/20/21,Direct,
90660,3584,Direct,10/24/21,Direct,
93041,3620,Direct,10/31/21,Direct,
83236,478,Direct,10/02/21,Direct,
87195,603,Direct,10/13/21,Direct,
89833,477,Direct,10/21/21,Direct,
90913,525,Direct,10/24/21,Direct,
90641,408,Direct,10/24/21,Direct,
84136,1907,Direct,10/03/21,Direct,
85966,2124,Direct,10/10/21,Direct,
83086,1782,Direct,10/01/21,Direct,
92296,1626,Direct,10/29/21,Direct,
85882,755,Direct,10/09/21,Direct,
84093,1513,Direct,10/03/21,Direct,
88965,1472,Direct,10/18/21,Direct,
83652,2925,Direct,10/03/21,Direct,
87463,2865,Direct,10/14/21,Direct,
92232,2864,Direct,10/28/21,Direct,
85885,2646,Direct,10/09/21,Direct,
88305,2667,Direct,10/17/21,Direct,
89109,2721,Direct,10/19/21,Direct,
89174,2665,Direct,10/19/21,Direct,
90682,2563,Direct,10/24/21,Direct,
91401,2529,Direct,10/25/21,Direct,
92327,4658,Direct,10/29/21,Direct,
84233,5961,Direct,10/04/21,Direct,
86285,5967,Direct,10/10/21,Direct,
84181,4039,Direct,10/04/21,Direct,
84745,4220,Direct,10/06/21,Direct,
92817,4204,Direct,10/30/21,Direct,
83734,3787,Direct,10/03/21,Direct,
84466,3908,Direct,10/05/21,Direct,
88241,3969,Direct,10/17/21,Direct,
86046,5624,Direct,10/10/21,Direct,
86710,5618,Direct,10/11/21,Direct,
88165,5591,Direct,10/16/21,Direct,
89271,5608,Direct,10/19/21,Direct,
91160,5697,Direct,10/25/21,Direct,
91577,5697,Direct,10/26/21,Direct,
85492,5492,Direct,10/08/21,Direct,
87765,5232,Direct,10/15/21,Direct,
87946,5426,Direct,10/16/21,Direct,
93174,5235,Direct,10/31/21,Direct,
84912,4353,Direct,10/06/21,Direct,
85527,4458,Direct,10/08/21,Direct,
87721,4489,Direct,10/15/21,Direct,
92575,4611,Direct,10/30/21,Direct,
88065,5176,Direct,10/16/21,Direct,
88208,4939,Direct,10/17/21,Direct,
89717,4941,Direct,10/21/21,Direct,
90437,5085,Direct,10/23/21,Direct,
89522,6545,Direct,10/20/21,Direct,
92381,6616,Direct,10/29/21,Direct,
93029,6378,Direct,10/31/21,Direct,
85589,6128,Direct,10/09/21,Direct,
78915,1283,Direct,09/02/21,Direct,
80716,3385,Direct,09/14/21,Direct,
78842,1732,Direct,09/01/21,Direct,
79301,1000,Direct,09/04/21,Direct,
81885,1480,Direct,09/22/21,Direct,
79882,3139,Direct,09/08/21,Direct,
82217,3106,Direct,09/25/21,Direct,
80887,4681,Direct,09/15/21,Direct,
80062,6025,Direct,09/10/21,Direct,
82562,5932,Direct,09/26/21,Direct,
80201,5617,Direct,09/11/21,Direct,
80556,5699,Direct,09/12/21,Direct,
80226,5426,Direct,09/11/21,Direct,
80185,5066,Direct,09/11/21,Direct,
79086,6145,Direct,09/03/21,Direct,
79785,6137,Direct,09/07/21,Direct,
81051,6279,Direct,09/17/21,Direct,
6854,5,Direct,04/25/20,Direct,
5119,1053,Direct,04/03/20,Direct,
5249,1103,Direct,04/04/20,Direct,
5419,1153,Direct,04/05/20,Direct,
5955,1241,Direct,04/12/20,Direct,
6655,474,Direct,04/21/20,Direct,
6146,454,Direct,04/15/20,Direct,
5325,1009,Direct,04/05/20,Direct,
11967,49,Direct,06/25/20,Direct,
10472,617,Direct,06/07/20,Direct,
7475,592,Direct,05/03/20,Direct,
9239,647,Direct,05/24/20,Direct,
9601,1005,Direct,05/30/20,Direct,
7665,1416,Direct,05/05/20,Direct,
7875,1453,Direct,05/08/20,Direct,
8122,1492,Direct,05/10/20,Direct,
9519,1396,Direct,05/28/20,Direct,
58809,1538,Direct,04/14/21,Direct,
59322,3185,Direct,04/18/21,Direct,
57282,4699,Direct,04/04/21,Direct,
57421,4722,Direct,04/04/21,Direct,
59788,3937,Direct,04/20/21,Direct,
56966,4580,Direct,04/03/21,Direct,
58179,4373,Direct,04/10/21,Direct,
66372,97,Direct,06/05/21,Direct,
67762,2330,Direct,06/13/21,Direct,
68599,2099,Direct,06/19/21,Direct,
66031,1833,Direct,06/03/21,Direct,
70134,1831,Direct,06/27/21,Direct,
67532,2623,Direct,06/12/21,Direct,
66342,4828,Direct,06/05/21,Direct,
67585,4790,Direct,06/13/21,Direct,
65914,5240,Direct,06/01/21,Direct,
66351,5292,Direct,06/05/21,Direct,
66670,5340,Direct,06/06/21,Direct,
66854,5282,Direct,06/07/21,Direct,
65966,4558,Direct,06/02/21,Direct,
69380,4374,Direct,06/24/21,Direct,
61362,1977,Direct,05/01/21,Direct,
62795,2069,Direct,05/10/21,Direct,
64640,2230,Direct,05/23/21,Direct,
65374,923,Direct,05/29/21,Direct,
63898,2868,Direct,05/18/21,Direct,
63578,4678,Direct,05/16/21,Direct,
62511,4028,Direct,05/09/21,Direct,
61341,4553,Direct,05/01/21,Direct,
62706,5099,Direct,05/09/21,Direct,
64140,4942,Direct,05/20/21,Direct,
122062,81,Direct,02/01/22,Direct,
125936,29,Direct,02/18/22,Direct,
126533,1813,Direct,02/20/22,Direct,
127134,1260,Direct,02/22/22,Direct,
128062,1115,Direct,02/26/22,Direct,
122727,2244,Direct,02/05/22,Direct,
125358,2369,Direct,02/15/22,Direct,
127266,2228,Direct,02/23/22,Direct,
123095,3572,Direct,02/06/22,Direct,
124192,3516,Direct,02/11/22,Direct,
126295,3447,Direct,02/19/22,Direct,
125353,576,Direct,02/15/22,Direct,
123108,365,Direct,02/06/22,Direct,
128378,347,Direct,02/27/22,Direct,
128439,457,Direct,02/27/22,Direct,
128689,312,Direct,02/28/22,Direct,
125090,2154,Direct,02/14/22,Direct,
128111,1955,Direct,02/27/22,Direct,
123894,1683,Direct,02/09/22,Direct,
123389,783,Direct,02/06/22,Direct,
123725,1534,Direct,02/08/22,Direct,
126240,1436,Direct,02/19/22,Direct,
122351,3139,Direct,02/03/22,Direct,
123903,3165,Direct,02/09/22,Direct,
128042,3178,Direct,02/26/22,Direct,
128404,3090,Direct,02/27/22,Direct,
123734,2859,Direct,02/08/22,Direct,
125882,2842,Direct,02/18/22,Direct,
127109,2671,Direct,02/22/22,Direct,
124757,4819,Direct,02/13/22,Direct,
124982,4814,Direct,02/13/22,Direct,
127200,4925,Direct,02/23/22,Direct,
122941,5900,Direct,02/05/22,Direct,
126137,6040,Direct,02/19/22,Direct,
127268,5895,Direct,02/23/22,Direct,
128009,5846,Direct,02/26/22,Direct,
128011,5969,Direct,02/26/22,Direct,
128453,5900,Direct,02/27/22,Direct,
128686,6024,Direct,02/28/22,Direct,
123020,7106,Direct,02/06/22,Direct,
123287,6953,Direct,02/06/22,Direct,
124150,7096,Direct,02/11/22,Direct,
125046,7025,Direct,02/13/22,Direct,
126927,6941,Direct,02/21/22,Direct,
122712,4193,Direct,02/05/22,Direct,
124719,4036,Direct,02/13/22,Direct,
125023,4255,Direct,02/13/22,Direct,
126706,4141,Direct,02/20/22,Direct,
122928,3803,Direct,02/05/22,Direct,
123384,3935,Direct,02/06/22,Direct,
127363,3989,Direct,02/23/22,Direct,
124457,5608,Direct,02/12/22,Direct,
125644,5570,Direct,02/17/22,Direct,
126836,5667,Direct,02/21/22,Direct,
125975,5405,Direct,02/18/22,Direct,
127903,5327,Direct,02/26/22,Direct,
122976,4524,Direct,02/06/22,Direct,
123963,4868,Direct,02/10/22,Direct,
126815,4611,Direct,02/21/22,Direct,
127250,4607,Direct,02/23/22,Direct,
126146,4955,Direct,02/19/22,Direct,
122717,6782,Direct,02/05/22,Direct,
123284,6758,Direct,02/06/22,Direct,
125033,6744,Direct,02/13/22,Direct,
126036,6843,Direct,02/19/22,Direct,
126710,6856,Direct,02/20/22,Direct,
122804,6445,Direct,02/05/22,Direct,
125218,6464,Direct,02/14/22,Direct,
125310,6530,Direct,02/15/22,Direct,
127183,6503,Direct,02/23/22,Direct,
128012,6476,Direct,02/26/22,Direct,
122671,6169,Direct,02/05/22,Direct,
123177,6542,Direct,02/06/22,Direct,
124199,6313,Direct,02/11/22,Direct,
124432,6169,Direct,02/12/22,Direct,
124762,6194,Direct,02/13/22,Direct,
123527,7499,Direct,02/07/22,Direct,
124077,7502,Direct,02/10/22,Direct,
124152,7496,Direct,02/11/22,Direct,
124731,7444,Direct,02/13/22,Direct,
124985,7570,Direct,02/13/22,Direct,
125318,7424,Direct,02/15/22,Direct,
126426,7418,Direct,02/20/22,Direct,
126482,7429,Direct,02/20/22,Direct,
126825,7527,Direct,02/21/22,Direct,
126907,7580,Direct,02/21/22,Direct,
126916,7545,Direct,02/21/22,Direct,
127029,7620,Direct,02/22/22,Direct,
127658,7501,Direct,02/25/22,Direct,
128579,7623,Direct,02/28/22,Direct,
128656,7444,Direct,02/28/22,Direct,
128588,7269,Direct,02/28/22,Direct,
116586,196,Direct,01/08/22,Direct,
118184,208,Direct,01/15/22,Direct,
115140,1292,Direct,01/01/22,Direct,
118189,1310,Direct,01/15/22,Direct,
115202,3422,Direct,01/01/22,Direct,
115595,3521,Direct,01/02/22,Direct,
116732,3408,Direct,01/08/22,Direct,
117635,3548,Direct,01/12/22,Direct,
118364,3704,Direct,01/15/22,Direct,
121744,3521,Direct,01/30/22,Direct,
115488,680,Direct,01/02/22,Direct,
117045,765,Direct,01/09/22,Direct,
119734,635,Direct,01/22/22,Direct,
115152,308,Direct,01/01/22,Direct,
117633,251,Direct,01/12/22,Direct,
117749,359,Direct,01/13/22,Direct,
116035,1887,Direct,01/05/22,Direct,
117364,2165,Direct,01/10/22,Direct,
119212,2028,Direct,01/19/22,Direct,
119760,1907,Direct,01/22/22,Direct,
115095,1616,Direct,01/01/22,Direct,
115208,1825,Direct,01/01/22,Direct,
116381,1749,Direct,01/06/22,Direct,
116665,1612,Direct,01/08/22,Direct,
116896,1782,Direct,01/09/22,Direct,
117125,1809,Direct,01/09/22,Direct,
121064,1663,Direct,01/28/22,Direct,
116488,1007,Direct,01/07/22,Direct,
117092,830,Direct,01/09/22,Direct,
121316,1007,Direct,01/29/22,Direct,
121906,1014,Direct,01/31/22,Direct,
121475,1498,Direct,01/30/22,Direct,
115408,3165,Direct,01/02/22,Direct,
116583,3225,Direct,01/08/22,Direct,
120456,3349,Direct,01/25/22,Direct,
115279,3009,Direct,01/02/22,Direct,
115620,2839,Direct,01/02/22,Direct,
119831,3056,Direct,01/22/22,Direct,
121597,2929,Direct,01/30/22,Direct,
116923,2540,Direct,01/09/22,Direct,
118015,2524,Direct,01/14/22,Direct,
118629,2556,Direct,01/16/22,Direct,
116545,4727,Direct,01/07/22,Direct,
119812,4773,Direct,01/22/22,Direct,
119874,4658,Direct,01/23/22,Direct,
116054,6025,Direct,01/05/22,Direct,
117037,5902,Direct,01/09/22,Direct,
117765,5846,Direct,01/13/22,Direct,
118819,5903,Direct,01/17/22,Direct,
120666,5919,Direct,01/26/22,Direct,
116478,6977,Direct,01/07/22,Direct,
117323,7172,Direct,01/10/22,Direct,
117552,7066,Direct,01/12/22,Direct,
118791,7009,Direct,01/17/22,Direct,
120892,6965,Direct,01/27/22,Direct,
121049,7097,Direct,01/28/22,Direct,
118748,4029,Direct,01/16/22,Direct,
115641,3717,Direct,01/02/22,Direct,
116443,3999,Direct,01/07/22,Direct,
119100,3913,Direct,01/18/22,Direct,
121826,3872,Direct,01/31/22,Direct,
119681,5583,Direct,01/22/22,Direct,
119858,6049,Direct,01/22/22,Direct,
115255,5231,Direct,01/01/22,Direct,
116069,5397,Direct,01/05/22,Direct,
117104,5254,Direct,01/09/22,Direct,
120336,5517,Direct,01/24/22,Direct,
121249,5431,Direct,01/29/22,Direct,
121891,5465,Direct,01/31/22,Direct,
115817,4350,Direct,01/03/22,Direct,
121645,4573,Direct,01/30/22,Direct,
118747,4989,Direct,01/16/22,Direct,
118772,5163,Direct,01/16/22,Direct,
121753,5206,Direct,01/30/22,Direct,
116481,6754,Direct,01/07/22,Direct,
117785,6619,Direct,01/13/22,Direct,
120238,6489,Direct,01/24/22,Direct,
115888,6313,Direct,01/04/22,Direct,
117179,6197,Direct,01/09/22,Direct,
118222,6319,Direct,01/15/22,Direct,
119428,6119,Direct,01/20/22,Direct,
121173,6298,Direct,01/29/22,Direct,
115337,7213,Direct,01/02/22,Direct,
116446,7205,Direct,01/07/22,Direct,
116597,7302,Direct,01/08/22,Direct,
116730,7307,Direct,01/08/22,Direct,
116797,7283,Direct,01/08/22,Direct,
119461,7283,Direct,01/21/22,Direct,
119971,7187,Direct,01/23/22,Direct,
120339,7205,Direct,01/24/22,Direct,
121560,7292,Direct,01/30/22,Direct,
129601,81,Direct,03/05/22,Direct,
129871,3484,Direct,03/06/22,Direct,
129418,510,Direct,03/05/22,Direct,
131097,1809,Direct,03/12/22,Direct,
131124,748,Direct,03/12/22,Direct,
129668,1503,Direct,03/06/22,Direct,
131450,2215,Direct,03/13/22,Direct,
129742,3359,Direct,03/06/22,Direct,
129099,2842,Direct,03/03/22,Direct,
129895,2525,Direct,03/06/22,Direct,
130214,2590,Direct,03/07/22,Direct,
130371,4686,Direct,03/08/22,Direct,
128909,6065,Direct,03/02/22,Direct,
128967,6005,Direct,03/02/22,Direct,
129340,5846,Direct,03/04/22,Direct,
129847,6047,Direct,03/06/22,Direct,
130585,6007,Direct,03/09/22,Direct,
131202,4277,Direct,03/12/22,Direct,
130048,3723,Direct,03/06/22,Direct,
131020,3942,Direct,03/12/22,Direct,
130301,5812,Direct,03/07/22,Direct,
131107,5787,Direct,03/12/22,Direct,
129020,5285,Direct,03/02/22,Direct,
130072,5327,Direct,03/06/22,Direct,
130415,5406,Direct,03/08/22,Direct,
129100,4448,Direct,03/03/22,Direct,
129385,4585,Direct,03/05/22,Direct,
129474,5111,Direct,03/05/22,Direct,
129783,5166,Direct,03/06/22,Direct,
128764,6859,Direct,03/01/22,Direct,
130613,6833,Direct,03/09/22,Direct,
129439,6563,Direct,03/05/22,Direct,
129920,6634,Direct,03/06/22,Direct,
130038,6624,Direct,03/06/22,Direct,
130142,6530,Direct,03/07/22,Direct,
130351,6136,Direct,03/08/22,Direct,
131132,6228,Direct,03/12/22,Direct,
131252,6342,Direct,03/12/22,Direct,
128844,7471,Direct,03/01/22,Direct,
129196,7664,Direct,03/04/22,Direct,
129226,7667,Direct,03/04/22,Direct,
130733,7686,Direct,03/10/22,Direct,
131229,7701,Direct,03/12/22,Direct,
5326,1121,Direct,04/05/20,Direct,
5399,1100,Direct,04/05/20,Direct,
5723,1028,Direct,04/10/20,Direct,
5929,1232,Direct,04/12/20,Direct,
6330,1189,Direct,04/18/20,Direct,
6825,1100,Direct,04/25/20,Direct,
7023,1268,Direct,04/26/20,Direct,
6974,1322,Direct,04/26/20,Direct,
5407,358,Direct,04/05/20,Direct,
6214,420,Direct,04/16/20,Direct,
6495,234,Direct,04/19/20,Direct,
6387,831,Direct,04/18/20,Direct,
6671,801,Direct,04/21/20,Direct,
6849,746,Direct,04/25/20,Direct,
12171,1205,Direct,06/27/20,Direct,
12238,1297,Direct,06/28/20,Direct,
12292,1230,Direct,06/28/20,Direct,
10769,601,Direct,06/12/20,Direct,
9975,1656,Direct,06/03/20,Direct,
10528,1750,Direct,06/08/20,Direct,
11441,1838,Direct,06/19/20,Direct,
11731,1859,Direct,06/21/20,Direct,
11758,1860,Direct,06/22/20,Direct,
11902,1640,Direct,06/24/20,Direct,
11985,1844,Direct,06/25/20,Direct,
12195,1659,Direct,06/27/20,Direct,
11685,875,Direct,06/21/20,Direct,
11295,1407,Direct,06/17/20,Direct,
8034,92,Direct,05/10/20,Direct,
8692,1290,Direct,05/18/20,Direct,
8422,262,Direct,05/14/20,Direct,
7842,992,Direct,05/07/20,Direct,
9064,934,Direct,05/23/20,Direct,
9619,894,Direct,05/30/20,Direct,
7625,1407,Direct,05/04/20,Direct,
8216,1510,Direct,05/12/20,Direct,
8363,1521,Direct,05/13/20,Direct,
57597,1065,Direct,04/05/21,Direct,
57071,3675,Direct,04/03/21,Direct,
57606,315,Direct,04/06/21,Direct,
58684,1702,Direct,04/12/21,Direct,
59016,1414,Direct,04/15/21,Direct,
60603,1515,Direct,04/25/21,Direct,
56982,2891,Direct,04/03/21,Direct,
60464,3245,Direct,04/25/21,Direct,
57118,4675,Direct,04/03/21,Direct,
57616,4661,Direct,04/06/21,Direct,
58033,4797,Direct,04/09/21,Direct,
60131,4879,Direct,04/23/21,Direct,
60912,4912,Direct,04/27/21,Direct,
59691,4097,Direct,04/19/21,Direct,
57789,3745,Direct,04/07/21,Direct,
58568,3815,Direct,04/12/21,Direct,
59583,3724,Direct,04/18/21,Direct,
60373,3722,Direct,04/24/21,Direct,
60877,3845,Direct,04/27/21,Direct,
56959,4480,Direct,04/02/21,Direct,
58660,4361,Direct,04/12/21,Direct,
60020,4408,Direct,04/22/21,Direct,
61141,4590,Direct,04/29/21,Direct,
61224,4512,Direct,04/30/21,Direct,
66552,1162,Direct,06/06/21,Direct,
70074,1182,Direct,06/27/21,Direct,
68111,3471,Direct,06/15/21,Direct,
68559,2145,Direct,06/19/21,Direct,
67914,1820,Direct,06/14/21,Direct,
68402,1605,Direct,06/18/21,Direct,
68713,1868,Direct,06/19/21,Direct,
69037,817,Direct,06/20/21,Direct,
68327,1653,Direct,06/17/21,Direct,
67308,3268,Direct,06/11/21,Direct,
66110,2748,Direct,06/03/21,Direct,
66455,2765,Direct,06/05/21,Direct,
68501,2735,Direct,06/18/21,Direct,
69332,4893,Direct,06/23/21,Direct,
69924,4869,Direct,06/27/21,Direct,
67224,4069,Direct,06/10/21,Direct,
69439,4322,Direct,06/24/21,Direct,
67070,3938,Direct,06/09/21,Direct,
67545,5250,Direct,06/12/21,Direct,
67699,5439,Direct,06/13/21,Direct,
68041,5386,Direct,06/15/21,Direct,
68056,5278,Direct,06/15/21,Direct,
68544,5453,Direct,06/19/21,Direct,
69313,5337,Direct,06/23/21,Direct,
69592,5361,Direct,06/25/21,Direct,
70079,5320,Direct,06/27/21,Direct,
70220,5250,Direct,06/28/21,Direct,
70239,5444,Direct,06/28/21,Direct,
70520,5522,Direct,06/30/21,Direct,
67435,4377,Direct,06/12/21,Direct,
68789,4389,Direct,06/20/21,Direct,
69894,4551,Direct,06/27/21,Direct,
66240,5137,Direct,06/04/21,Direct,
66299,5096,Direct,06/05/21,Direct,
68682,5184,Direct,06/19/21,Direct,
63709,3438,Direct,05/17/21,Direct,
64725,3406,Direct,05/24/21,Direct,
61977,1894,Direct,05/05/21,Direct,
63290,1621,Direct,05/15/21,Direct,
63148,1430,Direct,05/14/21,Direct,
63830,1433,Direct,05/18/21,Direct,
61964,3144,Direct,05/05/21,Direct,
62107,2916,Direct,05/06/21,Direct,
62306,2918,Direct,05/08/21,Direct,
62956,3001,Direct,05/12/21,Direct,
65706,2903,Direct,05/30/21,Direct,
64746,2711,Direct,05/24/21,Direct,
65404,2760,Direct,05/29/21,Direct,
64544,4933,Direct,05/23/21,Direct,
65329,4921,Direct,05/29/21,Direct,
64364,4156,Direct,05/22/21,Direct,
64651,4206,Direct,05/23/21,Direct,
65671,4187,Direct,05/30/21,Direct,
62916,3822,Direct,05/11/21,Direct,
65290,3903,Direct,05/29/21,Direct,
62295,4965,Direct,05/08/21,Direct,
62912,4944,Direct,05/11/21,Direct,
63250,5146,Direct,05/14/21,Direct,
63626,5172,Direct,05/16/21,Direct,
64023,5186,Direct,05/19/21,Direct,
64070,5188,Direct,05/20/21,Direct,
64116,5018,Direct,05/20/21,Direct,
66493,4417,Direct,06/05/21,Direct,
67750,4556,Direct,06/13/21,Direct,
67893,4414,Direct,06/14/21,Direct,
67958,4645,Direct,06/14/21,Direct,
67994,4500,Direct,06/14/21,Direct,
68029,4468,Direct,06/15/21,Direct,
68891,4566,Direct,06/20/21,Direct,
69926,4471,Direct,06/27/21,Direct,
