transactions_id,sessions_id,payment_method_id,total_amount,transactions_timestamps,status,voucher_id
8126,79747,1,2020000,2021-09-07 09:07:57 UTC,canceled,2
5537,55806,2,1130000,2021-03-27 04:02:46 UTC,canceled,2
8927,88008,2,1595000,2021-10-16 12:02:02 UTC,canceled,2
18718,185278,2,580000,2022-12-13 18:17:12 UTC,canceled,2
8180,80371,2,1400000,2021-09-12 09:24:36 UTC,canceled,2
9300,91973,3,1055000,2021-10-27 21:30:29 UTC,canceled,2
16618,159194,3,730000,2022-09-20 18:48:31 UTC,canceled,2
7758,76038,3,1560000,2021-08-11 05:00:22 UTC,canceled,2
17537,170472,4,800000,2022-10-31 06:27:46 UTC,canceled,2
6126,60853,4,1320000,2021-04-27 01:18:44 UTC,canceled,2
2105,19388,5,1320000,2020-09-12 14:44:46 UTC,canceled,2
9883,98315,5,220000,2021-11-14 13:27:31 UTC,canceled,2
9022,89156,5,1515000,2021-10-19 06:26:32 UTC,canceled,2
854,9390,5,235000,2020-05-27 06:49:23 UTC,canceled,2
17743,172907,6,400000,2022-11-07 06:54:10 UTC,canceled,2
5205,53036,6,3300000,2021-03-11 12:26:22 UTC,canceled,2
55,746,6,1860000,2020-01-04 19:30:03 UTC,canceled,2
11987,120550,6,2220000,2022-01-25 20:15:26 UTC,canceled,2
18811,186402,6,2625000,2022-12-17 20:59:15 UTC,canceled,2
5126,52283,6,2475000,2021-03-07 03:05:44 UTC,canceled,2
7814,76568,2,4830000,2021-08-14 22:10:18 UTC,canceled,2
11542,116041,2,2690000,2022-01-05 05:24:32 UTC,canceled,2
16293,157010,3,1115000,2022-09-01 12:42:10 UTC,canceled,2
2519,23805,3,3675000,2020-10-12 23:23:58 UTC,canceled,2
9703,96377,3,1050000,2021-11-09 06:18:46 UTC,canceled,2
6024,59958,4,800000,2021-04-21 19:41:01 UTC,canceled,2
15819,153707,4,1000000,2022-07-31 15:40:58 UTC,canceled,2
8379,82349,4,400000,2021-09-26 01:44:35 UTC,canceled,2
15572,151829,4,1080000,2022-07-14 16:14:06 UTC,canceled,2
11595,116563,5,1820000,2022-01-07 23:50:47 UTC,canceled,2
11939,120197,5,1500000,2022-01-23 20:15:27 UTC,canceled,2
16035,155125,5,120000,2022-08-14 12:03:17 UTC,canceled,2
7700,75275,6,1600000,2021-08-05 13:29:12 UTC,canceled,2
12233,123299,6,1440000,2022-02-06 18:12:12 UTC,canceled,2
17794,173609,6,2825000,2022-11-10 10:50:12 UTC,canceled,2
10194,101748,6,2035000,2021-11-24 07:22:43 UTC,canceled,2
9452,93815,6,1030000,2021-11-02 17:11:07 UTC,canceled,2
5789,57797,6,400000,2021-04-07 14:26:31 UTC,canceled,2
12269,123652,6,2480000,2022-02-08 12:51:44 UTC,canceled,2
1288,12962,6,1220000,2020-07-05 14:29:45 UTC,canceled,2
19083,189809,6,2190000,2022-12-27 07:12:51 UTC,canceled,2
10111,100887,6,205000,2021-11-21 13:19:39 UTC,canceled,2
17146,165220,6,685000,2022-10-16 00:44:57 UTC,canceled,2
1831,17292,2,2250000,2020-08-22 17:05:40 UTC,canceled,2
18953,188060,2,1300000,2022-12-22 19:00:20 UTC,canceled,2
14824,146213,2,2075000,2022-06-05 16:51:45 UTC,canceled,2
13659,137488,2,485000,2022-04-12 12:04:10 UTC,canceled,2
6975,68219,2,1060000,2021-06-16 19:49:17 UTC,canceled,2
8666,85191,2,3670000,2021-10-07 16:25:15 UTC,canceled,2
3000,30282,3,1170000,2020-11-14 11:44:55 UTC,canceled,2
17823,173962,3,1500000,2022-11-11 20:02:33 UTC,canceled,2
17658,171817,3,1720000,2022-11-05 11:11:07 UTC,canceled,2
9902,98571,3,2840000,2021-11-14 19:54:59 UTC,canceled,2
5581,56074,3,2870000,2021-03-28 02:11:25 UTC,canceled,2
17374,168166,4,1335000,2022-10-24 08:22:08 UTC,canceled,2
11114,111541,5,640000,2021-12-21 05:00:55 UTC,canceled,2
9808,97390,5,1030000,2021-11-12 21:59:15 UTC,canceled,2
15635,152277,5,270000,2022-07-18 12:21:42 UTC,canceled,2
9064,89527,5,110000,2021-10-20 12:31:19 UTC,canceled,2
9035,89270,5,2520000,2021-10-19 16:27:06 UTC,canceled,2
10958,109939,6,800000,2021-12-17 20:19:48 UTC,canceled,2
3837,41514,6,3360000,2021-01-03 18:07:33 UTC,canceled,2
17173,165563,6,2110000,2022-10-16 13:13:43 UTC,canceled,2
485,5907,6,830000,2020-04-12 09:59:24 UTC,canceled,2
10705,107289,6,1200000,2021-12-10 11:37:59 UTC,canceled,2
11144,111889,6,1005000,2021-12-22 07:24:06 UTC,canceled,2
2425,22460,6,2605000,2020-10-06 04:46:04 UTC,canceled,2
17682,172071,2,1800000,2022-11-05 20:31:31 UTC,canceled,2
2382,21895,2,2940000,2020-10-04 07:58:00 UTC,canceled,2
12062,121374,2,1350000,2022-01-29 17:52:16 UTC,canceled,2
17830,174087,2,695000,2022-11-12 06:45:25 UTC,canceled,2
10352,103245,2,780000,2021-11-28 09:44:44 UTC,canceled,2
16424,157940,3,1940000,2022-09-10 08:18:35 UTC,canceled,2
16824,161120,3,410000,2022-10-02 18:56:59 UTC,canceled,2
18011,176209,3,2490000,2022-11-17 23:41:09 UTC,canceled,2
3101,31766,3,270000,2020-11-21 10:59:28 UTC,canceled,2
15471,151133,3,1325000,2022-07-08 06:59:43 UTC,canceled,2
2838,27974,4,1000000,2020-11-03 04:51:33 UTC,canceled,2
2399,22055,4,1405000,2020-10-04 13:39:22 UTC,canceled,2
17241,166478,4,2310000,2022-10-19 17:42:57 UTC,canceled,2
6740,66185,4,720000,2021-06-04 05:22:06 UTC,canceled,2
1574,15232,4,325000,2020-07-31 08:10:32 UTC,canceled,2
3660,39671,4,695000,2020-12-26 07:29:07 UTC,canceled,2
1471,14453,5,1115000,2020-07-22 04:22:28 UTC,canceled,2
9134,90242,5,2700000,2021-10-23 04:14:35 UTC,canceled,2
15334,150049,6,1440000,2022-06-28 22:08:25 UTC,canceled,2
5091,52064,6,255000,2021-03-06 07:09:42 UTC,canceled,2
5441,54891,6,1375000,2021-03-21 10:10:31 UTC,canceled,2
8428,82797,6,660000,2021-09-28 13:18:41 UTC,canceled,2
4452,46661,6,1000000,2021-02-05 06:59:01 UTC,canceled,2
17851,174315,6,1800000,2022-11-12 13:54:39 UTC,canceled,2
8676,85293,6,360000,2021-10-07 23:12:45 UTC,canceled,2
12002,120727,6,360000,2022-01-26 19:15:39 UTC,canceled,2
1546,15044,6,1200000,2020-07-28 12:54:23 UTC,canceled,2
14963,147220,6,1060000,2022-06-12 06:15:19 UTC,canceled,2
5625,56422,6,1700000,2021-03-28 22:32:27 UTC,canceled,2
17061,164295,6,1250000,2022-10-13 00:11:32 UTC,canceled,2
4352,45895,6,1015000,2021-01-31 12:45:31 UTC,canceled,2
16295,157020,1,1980000,2022-09-01 16:04:51 UTC,canceled,2
3045,30951,2,1160000,2020-11-17 00:22:23 UTC,canceled,2
1607,15532,2,1710000,2020-08-02 22:45:04 UTC,canceled,2
4780,49448,2,1570000,2021-02-20 01:22:21 UTC,canceled,2
928,9936,3,4255000,2020-06-03 07:12:48 UTC,canceled,2
18758,185707,3,1300000,2022-12-15 08:47:54 UTC,canceled,2
10457,104427,3,1990000,2021-12-01 23:56:27 UTC,canceled,2
11431,114804,3,2625000,2021-12-31 01:33:46 UTC,canceled,2
5016,51457,3,2550000,2021-03-01 23:34:39 UTC,canceled,2
11170,112145,4,1600000,2021-12-23 07:23:03 UTC,canceled,2
1886,17723,4,1440000,2020-08-27 10:32:40 UTC,canceled,2
6860,67232,4,1000000,2021-06-10 22:56:21 UTC,canceled,2
17380,168264,4,1000000,2022-10-24 19:55:59 UTC,canceled,2
15166,148716,5,390000,2022-06-20 05:14:17 UTC,canceled,2
17199,165897,5,2435000,2022-10-17 07:32:35 UTC,canceled,2
10739,107643,5,300000,2021-12-11 11:02:04 UTC,canceled,2
21,261,6,1075000,2019-12-14 06:15:22 UTC,canceled,2
4368,46082,6,1905000,2021-02-01 08:11:42 UTC,canceled,2
7846,76908,6,2000000,2021-08-17 14:13:51 UTC,canceled,2
5216,53079,6,2800000,2021-03-11 18:36:12 UTC,canceled,2
7004,68491,6,1050000,2021-06-18 20:40:22 UTC,canceled,2
369,4635,6,2030000,2020-03-25 04:29:52 UTC,canceled,2
5079,51995,1,900000,2021-03-05 21:07:52 UTC,canceled,2
14902,146776,1,1410000,2022-06-09 19:38:51 UTC,canceled,2
9100,89921,2,1525000,2021-10-21 19:48:41 UTC,canceled,2
6874,67351,2,1800000,2021-06-11 22:37:46 UTC,canceled,2
1964,18320,3,180000,2020-09-02 18:43:51 UTC,canceled,2
9456,93903,3,1020000,2021-11-03 00:05:59 UTC,canceled,2
12455,125611,3,2650000,2022-02-17 02:07:52 UTC,canceled,2
12243,123414,3,1550000,2022-02-07 05:17:08 UTC,canceled,2
14575,144354,3,555000,2022-05-24 14:16:24 UTC,canceled,2
16495,158400,4,955000,2022-09-13 19:40:40 UTC,canceled,2
16930,162338,4,175000,2022-10-07 05:52:12 UTC,canceled,2
10249,102176,4,110000,2021-11-25 19:30:26 UTC,canceled,2
8013,78532,6,190000,2021-08-29 14:41:15 UTC,canceled,2
8758,86231,6,2600000,2021-10-10 13:04:32 UTC,canceled,2
15517,151538,6,1245000,2022-07-11 13:43:03 UTC,canceled,2
4381,46174,6,1670000,2021-02-01 21:50:32 UTC,canceled,2
13034,131588,6,2850000,2022-03-13 15:22:32 UTC,canceled,2
7684,75102,6,620000,2021-08-04 00:55:23 UTC,canceled,2
16013,155022,6,300000,2022-08-14 01:07:50 UTC,canceled,2
2918,29134,1,500000,2020-11-08 13:16:08 UTC,canceled,2
3403,35702,1,2055000,2020-12-08 17:01:10 UTC,canceled,2
1071,11249,2,3860000,2020-06-16 18:35:24 UTC,canceled,2
18592,183738,2,830000,2022-12-09 19:19:58 UTC,canceled,2
7924,77659,2,1400000,2021-08-22 18:36:13 UTC,canceled,2
1918,18007,3,320000,2020-08-30 00:58:10 UTC,canceled,2
11229,112712,3,3845000,2021-12-25 09:23:48 UTC,canceled,2
15986,154818,3,875000,2022-08-11 21:17:17 UTC,canceled,2
18241,179097,4,4000000,2022-11-26 05:58:28 UTC,canceled,2
9729,96558,4,3360000,2021-11-09 23:59:55 UTC,canceled,2
11005,110486,4,1695000,2021-12-19 03:09:49 UTC,canceled,2
414,5224,4,1300000,2020-04-04 08:56:44 UTC,canceled,2
9016,89042,4,360000,2021-10-18 20:08:28 UTC,canceled,2
17444,169228,4,410000,2022-10-28 12:14:19 UTC,canceled,2
10382,103631,4,1355000,2021-11-28 19:43:37 UTC,canceled,2
7845,76907,5,1770000,2021-08-17 14:07:05 UTC,canceled,2
9065,89537,5,1680000,2021-10-20 12:43:27 UTC,canceled,2
6312,62348,6,480000,2021-05-08 10:50:55 UTC,canceled,2
16994,163276,6,3775000,2022-10-09 13:19:26 UTC,canceled,2
12253,123518,6,1810000,2022-02-07 19:03:26 UTC,canceled,2
16581,159032,6,1500000,2022-09-18 23:41:28 UTC,canceled,2
3427,36016,6,2075000,2020-12-10 14:55:36 UTC,canceled,2
769,8695,6,1325000,2020-05-18 03:15:17 UTC,canceled,2
9219,91135,6,1965000,2021-10-24 22:16:17 UTC,canceled,2
7434,72435,2,1600000,2021-07-15 04:36:49 UTC,canceled,2
8055,79011,2,740000,2021-09-03 06:21:59 UTC,canceled,2
15372,150390,3,30000,2022-07-02 07:05:35 UTC,canceled,2
18292,179870,3,2940000,2022-11-27 11:51:36 UTC,canceled,2
2825,27910,3,2710000,2020-11-02 18:34:16 UTC,canceled,2
4469,46766,4,320000,2021-02-05 23:20:28 UTC,canceled,2
3976,42708,4,3720000,2021-01-11 08:38:42 UTC,canceled,2
17029,163758,4,1430000,2022-10-10 23:25:29 UTC,canceled,2
2166,19900,5,2100000,2020-09-17 11:03:31 UTC,canceled,2
13828,138685,5,660000,2022-04-19 06:42:03 UTC,canceled,2
14853,146411,6,660000,2022-06-06 19:57:21 UTC,canceled,2
4986,51195,6,1960000,2021-02-28 13:22:30 UTC,canceled,2
14495,143726,6,2650000,2022-05-21 04:56:34 UTC,canceled,2
15631,152257,6,2200000,2022-07-18 06:13:51 UTC,canceled,2
17145,165201,6,120000,2022-10-15 22:58:35 UTC,canceled,2
18911,187472,6,1900000,2022-12-20 12:20:14 UTC,canceled,2
6580,64780,1,60000,2021-05-25 01:11:24 UTC,canceled,2
1922,18050,1,2000000,2020-08-30 08:33:35 UTC,canceled,2
19088,189857,1,1050000,2022-12-27 12:55:08 UTC,canceled,2
11585,116417,2,3750000,2022-01-07 05:20:03 UTC,canceled,2
9881,98302,2,1080000,2021-11-14 12:59:58 UTC,canceled,2
1538,14980,2,545000,2020-07-27 13:45:06 UTC,canceled,2
16893,162002,3,1300000,2022-10-05 20:34:58 UTC,canceled,2
1864,17509,3,210000,2020-08-24 19:43:59 UTC,canceled,2
11822,119069,3,2000000,2022-01-18 20:03:46 UTC,canceled,2
17504,169965,3,1815000,2022-10-30 08:21:44 UTC,canceled,2
10277,102408,3,300000,2021-11-26 17:36:27 UTC,canceled,2
3378,35408,4,1380000,2020-12-06 22:18:35 UTC,canceled,2
5829,58159,4,1550000,2021-04-10 12:11:25 UTC,canceled,2
12441,125520,4,2030000,2022-02-16 13:01:36 UTC,canceled,2
16433,158006,4,365000,2022-09-10 16:26:21 UTC,canceled,2
5536,55801,5,2240000,2021-03-27 01:49:04 UTC,canceled,2
17073,164472,5,1085000,2022-10-13 17:21:52 UTC,canceled,2
9949,99170,5,100000,2021-11-17 05:57:01 UTC,canceled,2
14316,142363,5,2360000,2022-05-12 07:01:54 UTC,canceled,2
3073,31375,6,2400000,2020-11-19 07:15:10 UTC,canceled,2
13715,137811,6,3700000,2022-04-14 17:43:26 UTC,canceled,2
3160,32605,6,1235000,2020-11-24 20:29:37 UTC,canceled,2
6763,66371,6,2695000,2021-06-05 10:24:01 UTC,canceled,2
16505,158432,6,1020000,2022-09-14 01:43:23 UTC,canceled,2
15345,150148,6,2150000,2022-06-29 20:35:42 UTC,canceled,2
7333,71387,6,2360000,2021-07-07 13:03:47 UTC,canceled,2
16314,157155,6,280000,2022-09-03 07:51:01 UTC,canceled,2
13597,136998,6,1240000,2022-04-10 00:13:23 UTC,canceled,2
4026,43183,6,1325000,2021-01-14 20:47:01 UTC,canceled,2
17322,167435,6,3660000,2022-10-22 18:31:30 UTC,canceled,2
6535,64372,6,2625000,2021-05-22 15:55:02 UTC,canceled,2
12442,125521,2,2250000,2022-02-16 13:12:15 UTC,canceled,2
9682,96236,2,1300000,2021-11-08 17:53:58 UTC,canceled,2
14764,145795,2,1000000,2022-06-04 05:07:21 UTC,canceled,2
10751,107775,3,1055000,2021-12-11 14:46:46 UTC,canceled,2
26,342,3,180000,2019-12-17 11:40:35 UTC,canceled,2
208,2735,3,235000,2020-02-22 05:09:16 UTC,canceled,2
3924,42224,4,1075000,2021-01-08 20:26:03 UTC,canceled,2
16421,157924,4,3545000,2022-09-10 03:55:01 UTC,canceled,2
17973,175770,4,270000,2022-11-16 04:26:09 UTC,canceled,2
4464,46745,4,1420000,2021-02-05 19:35:50 UTC,canceled,2
15242,149333,4,1195000,2022-06-25 10:46:16 UTC,canceled,2
11046,110912,5,1000000,2021-12-19 14:22:49 UTC,canceled,2
1003,10642,5,1700000,2020-06-10 20:15:33 UTC,canceled,2
188,2443,6,480000,2020-02-16 05:21:16 UTC,canceled,2
16342,157354,6,3305000,2022-09-04 09:50:13 UTC,canceled,2
3617,38948,6,275000,2020-12-21 22:18:34 UTC,canceled,2
687,7850,6,2440000,2020-05-07 22:14:36 UTC,canceled,2
14372,142841,6,2200000,2022-05-15 00:28:29 UTC,canceled,2
18313,180174,2,1000000,2022-11-27 18:38:18 UTC,canceled,2
10946,109849,2,1030000,2021-12-17 12:09:35 UTC,canceled,2
17150,165287,2,2970000,2022-10-16 05:33:39 UTC,canceled,2
11766,118422,2,2135000,2022-01-16 02:37:03 UTC,canceled,2
18205,178750,3,370000,2022-11-24 23:06:34 UTC,canceled,2
11679,117404,3,700000,2022-01-11 06:55:41 UTC,canceled,2
14406,143105,3,1500000,2022-05-16 00:52:20 UTC,canceled,2
2792,27484,3,1510000,2020-11-01 07:11:12 UTC,canceled,2
9383,92996,3,1540000,2021-10-31 06:58:57 UTC,canceled,2
17115,164923,3,1700000,2022-10-15 09:20:42 UTC,canceled,2
2261,20661,3,1145000,2020-09-24 05:14:05 UTC,canceled,2
16827,161137,3,1400000,2022-10-02 19:41:09 UTC,canceled,2
16651,159400,4,1440000,2022-09-23 08:08:36 UTC,canceled,2
5960,59337,4,360000,2021-04-18 05:29:46 UTC,canceled,2
5076,51962,4,1960000,2021-03-05 17:51:45 UTC,canceled,2
2702,26423,4,1200000,2020-10-26 00:06:10 UTC,canceled,2
16846,161334,4,1700000,2022-10-03 13:10:27 UTC,canceled,2
885,9574,4,3500000,2020-05-29 19:43:22 UTC,canceled,2
835,9266,5,1385000,2020-05-25 06:44:34 UTC,canceled,2
2712,26534,5,1555000,2020-10-26 18:41:20 UTC,canceled,2
17097,164706,6,1980000,2022-10-14 14:29:08 UTC,canceled,2
7724,75579,6,3900000,2021-08-07 16:28:10 UTC,canceled,2
9614,95583,6,300000,2021-11-07 10:57:04 UTC,canceled,2
15779,153352,2,1000000,2022-07-28 17:52:05 UTC,canceled,2
2678,26062,2,1275000,2020-10-25 08:14:44 UTC,canceled,2
17284,166990,2,3275000,2022-10-21 12:47:02 UTC,canceled,2
15925,154386,3,2025000,2022-08-07 12:00:27 UTC,canceled,2
14705,145351,3,350000,2022-05-31 05:31:51 UTC,canceled,2
8784,86515,3,2125000,2021-10-11 03:22:20 UTC,canceled,2
10653,106724,3,450000,2021-12-08 04:10:30 UTC,canceled,2
1192,12267,3,780000,2020-06-28 08:37:42 UTC,canceled,2
5616,56374,3,4225000,2021-03-28 19:24:17 UTC,canceled,2
2767,27132,4,1600000,2020-10-30 17:00:48 UTC,canceled,2
17243,166518,4,1455000,2022-10-19 19:09:08 UTC,canceled,2
13897,139176,4,1700000,2022-04-22 19:31:17 UTC,canceled,2
13732,137944,4,2840000,2022-04-15 20:55:33 UTC,canceled,2
5327,53953,4,3020000,2021-03-15 11:49:29 UTC,canceled,2
17615,171254,4,2550000,2022-11-03 19:21:10 UTC,canceled,2
12175,122592,4,1110000,2022-02-04 21:08:20 UTC,canceled,2
9778,97127,5,1770000,2021-11-12 04:21:58 UTC,canceled,2
12719,128247,5,1095000,2022-02-27 11:34:16 UTC,canceled,2
17205,166019,5,60000,2022-10-17 20:38:42 UTC,canceled,2
10802,108318,5,3000000,2021-12-12 12:46:15 UTC,canceled,2
10874,109064,6,3765000,2021-12-14 07:23:00 UTC,canceled,2
7120,69394,6,1290000,2021-06-24 06:24:09 UTC,canceled,2
16590,159065,6,455000,2022-09-19 08:46:29 UTC,canceled,2
11872,119566,6,3260000,2022-01-21 18:18:44 UTC,canceled,2
17449,169295,6,1755000,2022-10-28 18:04:38 UTC,canceled,2
8866,87469,6,900000,2021-10-14 13:17:24 UTC,canceled,2
6257,61911,6,2540000,2021-05-04 21:01:30 UTC,canceled,2
2019,18707,1,1000000,2020-09-06 04:20:44 UTC,canceled,2
13131,132517,1,840000,2022-03-18 18:15:10 UTC,canceled,2
13479,136022,1,1050000,2022-04-03 13:42:25 UTC,canceled,2
19155,190757,1,1700000,2022-12-31 11:06:17 UTC,canceled,2
749,8506,1,1570000,2020-05-16 06:22:19 UTC,canceled,2
4340,45783,2,2300000,2021-01-31 05:45:35 UTC,canceled,2
10309,102719,2,3420000,2021-11-27 11:41:19 UTC,canceled,2
2886,28608,2,1605000,2020-11-06 18:31:02 UTC,canceled,2
908,9750,2,385000,2020-05-31 15:42:40 UTC,canceled,2
14711,145379,3,1130000,2022-05-31 12:39:38 UTC,canceled,2
12949,130721,3,4325000,2022-03-10 14:41:03 UTC,canceled,2
5429,54843,3,920000,2021-03-21 08:03:00 UTC,canceled,2
1235,12559,3,600000,2020-07-01 08:21:37 UTC,canceled,2
15851,153897,3,1485000,2022-08-03 04:49:11 UTC,canceled,2
953,10167,3,545000,2020-06-06 08:43:40 UTC,canceled,2
16693,159766,4,360000,2022-09-25 18:14:46 UTC,canceled,2
10624,106451,4,1615000,2021-12-07 04:58:41 UTC,canceled,2
8313,81658,4,2135000,2021-09-20 16:34:04 UTC,canceled,2
8545,84038,5,2655000,2021-10-03 17:40:16 UTC,canceled,2
15542,151654,5,1620000,2022-07-12 18:05:36 UTC,canceled,2
8804,86720,5,2610000,2021-10-11 19:39:23 UTC,canceled,2
3798,41256,5,1435000,2021-01-02 15:48:47 UTC,canceled,2
9414,93360,5,400000,2021-10-31 19:04:38 UTC,canceled,2
16115,155794,5,2245000,2022-08-20 20:08:36 UTC,canceled,2
15578,151896,6,960000,2022-07-15 12:17:18 UTC,canceled,2
12563,126677,6,2655000,2022-02-20 16:53:04 UTC,canceled,2
5292,53642,6,1940000,2021-03-14 10:30:11 UTC,canceled,2
5022,51505,6,1875000,2021-03-02 11:46:04 UTC,canceled,2
3769,40970,6,1160000,2020-12-31 12:27:19 UTC,canceled,2
4327,45728,6,1960000,2021-01-30 20:29:44 UTC,canceled,2
16673,159621,6,605000,2022-09-25 05:25:25 UTC,canceled,2
16709,159857,6,2300000,2022-09-26 16:42:03 UTC,canceled,2
10425,104094,6,1350000,2021-11-30 18:17:23 UTC,canceled,2
609,7048,6,390000,2020-04-26 18:52:51 UTC,canceled,2
2068,19068,1,1800000,2020-09-09 00:25:22 UTC,canceled,2
5385,54484,1,120000,2021-03-19 18:34:25 UTC,canceled,2
5409,54659,1,1590000,2021-03-20 13:54:06 UTC,canceled,2
16664,159520,2,2160000,2022-09-24 11:54:16 UTC,canceled,2
1205,12338,2,985000,2020-06-28 14:04:29 UTC,canceled,2
4092,43770,2,440000,2021-01-17 20:36:30 UTC,canceled,2
16947,162579,2,1515000,2022-10-08 03:16:11 UTC,canceled,2
11350,113956,3,1800000,2021-12-27 16:37:26 UTC,canceled,2
2942,29471,3,1380000,2020-11-10 05:18:56 UTC,canceled,2
18935,187805,4,1500000,2022-12-21 17:57:37 UTC,canceled,2
1163,11998,4,100000,2020-06-25 18:38:19 UTC,canceled,2
8351,82085,4,1420000,2021-09-24 18:26:54 UTC,canceled,2
11430,114794,5,1000000,2021-12-30 23:52:01 UTC,canceled,2
7274,70681,5,400000,2021-07-02 20:24:56 UTC,canceled,2
16063,155391,5,1700000,2022-08-17 06:13:22 UTC,canceled,2
17233,166364,6,1685000,2022-10-19 05:08:49 UTC,canceled,2
11985,120524,6,3700000,2022-01-25 18:21:03 UTC,canceled,2
1500,14647,6,1555000,2020-07-25 06:58:52 UTC,canceled,2
4649,48210,6,305000,2021-02-13 09:00:57 UTC,canceled,2
2990,30095,6,400000,2020-11-13 17:46:03 UTC,canceled,2
9843,97777,6,2500000,2021-11-13 17:16:31 UTC,canceled,2
14444,143312,6,900000,2022-05-17 22:48:29 UTC,canceled,2
15250,149398,6,270000,2022-06-25 14:57:14 UTC,canceled,2
506,6118,6,1110000,2020-04-14 16:54:17 UTC,canceled,2
13898,139179,6,2635000,2022-04-22 19:51:17 UTC,canceled,2
11568,116200,1,1500000,2022-01-05 23:44:50 UTC,canceled,2
3566,38193,1,35000,2020-12-19 17:27:54 UTC,canceled,2
15990,154835,2,1800000,2022-08-12 05:33:46 UTC,canceled,2
11477,115274,2,1105000,2022-01-01 23:50:16 UTC,canceled,2
17431,168946,2,1505000,2022-10-27 09:08:03 UTC,canceled,2
2710,26527,2,2070000,2020-10-26 18:17:21 UTC,canceled,2
16185,156237,3,2325000,2022-08-25 04:48:28 UTC,canceled,2
17307,167238,3,1940000,2022-10-22 09:37:36 UTC,canceled,2
6974,68202,3,2120000,2021-06-16 17:21:00 UTC,canceled,2
1101,11485,3,700000,2020-06-20 09:55:56 UTC,canceled,2
14713,145402,5,1200000,2022-05-31 16:38:43 UTC,canceled,2
2951,29596,5,1050000,2020-11-10 20:17:46 UTC,canceled,2
6910,67665,5,120000,2021-06-13 10:19:20 UTC,canceled,2
963,10251,5,1345000,2020-06-06 19:02:21 UTC,canceled,2
985,10487,6,1130000,2020-06-08 04:54:01 UTC,canceled,2
2588,24847,6,180000,2020-10-18 12:15:26 UTC,canceled,2
12524,126376,6,3785000,2022-02-20 04:32:49 UTC,canceled,2
10483,104840,6,2000000,2021-12-03 17:31:55 UTC,canceled,2
8774,86410,6,1690000,2021-10-10 19:41:06 UTC,canceled,2
5230,53172,6,2180000,2021-03-12 07:03:44 UTC,canceled,2
1266,12782,6,1740000,2020-07-04 13:05:52 UTC,canceled,2
5533,55759,1,500000,2021-03-26 20:13:51 UTC,canceled,2
15457,151026,1,1890000,2022-07-07 07:25:00 UTC,canceled,2
10469,104570,2,510000,2021-12-02 16:40:06 UTC,canceled,2
8663,85144,2,1500000,2021-10-07 12:15:30 UTC,canceled,2
19133,190448,2,2850000,2022-12-30 05:42:19 UTC,canceled,2
16451,158105,3,360000,2022-09-11 09:45:31 UTC,canceled,2
7332,71386,3,550000,2021-07-07 12:55:31 UTC,canceled,2
14022,140244,3,3960000,2022-04-28 21:47:16 UTC,canceled,2
8583,84353,4,2600000,2021-10-04 19:05:10 UTC,canceled,2
17206,166029,4,135000,2022-10-17 21:37:38 UTC,canceled,2
215,2815,4,1830000,2020-02-23 08:28:29 UTC,canceled,2
1533,14943,5,3850000,2020-07-27 02:51:15 UTC,canceled,2
1308,13104,5,360000,2020-07-06 20:50:02 UTC,canceled,2
9283,91778,5,1200000,2021-10-27 06:49:28 UTC,canceled,2
3806,41293,5,240000,2021-01-02 21:08:55 UTC,canceled,2
15722,152942,5,2040000,2022-07-24 11:44:25 UTC,canceled,2
11063,111098,5,2700000,2021-12-19 18:43:14 UTC,canceled,2
10392,103720,5,1110000,2021-11-29 00:10:07 UTC,canceled,2
17653,171769,6,2240000,2022-11-05 09:38:35 UTC,canceled,2
12607,127048,6,800000,2022-02-22 08:33:34 UTC,canceled,2
87,1154,6,735000,2020-01-17 00:54:56 UTC,canceled,2
18961,188183,6,1855000,2022-12-23 06:53:03 UTC,canceled,2
14130,141055,6,340000,2022-05-04 02:03:18 UTC,canceled,2
6596,64909,6,3560000,2021-05-26 02:20:01 UTC,canceled,2
166,2225,6,2520000,2020-02-11 07:24:43 UTC,canceled,2
18390,181015,1,3720000,2022-12-01 05:26:24 UTC,canceled,2
2603,25012,1,55000,2020-10-18 20:24:21 UTC,canceled,2
9804,97374,2,1500000,2021-11-12 20:55:47 UTC,canceled,2
7600,74253,3,360000,2021-07-28 20:55:19 UTC,canceled,2
18816,186446,3,110000,2022-12-18 01:36:19 UTC,canceled,2
2960,29687,3,440000,2020-11-11 11:50:37 UTC,canceled,2
6004,59803,3,1100000,2021-04-20 15:15:28 UTC,canceled,2
6441,63550,4,170000,2021-05-16 11:10:42 UTC,canceled,2
10010,99827,4,1020000,2021-11-19 16:32:19 UTC,canceled,2
10445,104349,4,1860000,2021-12-01 18:21:22 UTC,canceled,2
11349,113948,4,1430000,2021-12-27 16:01:47 UTC,canceled,2
8276,81346,5,1100000,2021-09-19 06:27:37 UTC,canceled,2
11002,110455,6,1600000,2021-12-19 00:19:59 UTC,canceled,2
4890,50457,6,910000,2021-02-25 02:15:07 UTC,canceled,2
14096,140789,6,1420000,2022-05-01 19:38:02 UTC,canceled,2
17002,163361,1,1940000,2022-10-09 16:12:13 UTC,canceled,2
18252,179232,1,840000,2022-11-26 11:14:10 UTC,canceled,2
11397,114459,1,300000,2021-12-29 15:50:28 UTC,canceled,2
9966,99334,2,255000,2021-11-17 19:47:50 UTC,canceled,2
